playerID,playerID_trade,full_name,first_name,last_name,birth_date
00-0032730,LeexEr00,Eric Lee,Eric,Lee,1994-08-06
00-0033997,ShelBr01,Brady Sheldon,Patrick,Sheldon,1993-02-23
00-0036541,BussRi00,Rico Bussey,Rico,Bussey,1998-02-25
00-0032593,WildBr01,Brandon Wilds,Brandon,Wilds,1993-07-22
00-0033215,GrayCy01,Cyril Grayson,Cyril,Grayson,1993-12-05
00-0040630,BlanSt00,Stone Blanton,Archer,Blanton,2002-09-12
00-0033279,CoopEt00,Ethan Cooper,Ethan,Cooper,1995-06-11
00-0033038,MurrEr00,Eric Murray,Eric,Murray,1994-01-07
00-0036401,BradSh00,Shaun Bradley,Shaun,Bradley,1997-04-08
00-0022927,DansKa20,Karlos Dansby,Karlos,Dansby,1981-11-03
00-0034171,CabiJa00,Jason Cabinda,Jason,Cabinda,1996-03-17
00-0035234,HowaTy00,Tytus Howard,Tytus,Howard,1996-05-23
00-0036978,PerkRo00,Ronnie Perkins,Ronnie,Perkins,1999-09-29
00-0028952,ButlDr00,Drew Butler,Andrew,Butler,1989-05-10
00-0034360,CartLo01,Lorenzo Carter,Lorenzo,Carter,1995-12-10
00-0037210,EalyJe00,Jerrion Ealy,Jerrion,Ealy,2000-08-19
00-0023467,MankLo20,Logan Mankins,Logan,Mankins,1982-03-10
00-0030986,WestEt00,Ethan Westbrooks,Ethan,Westbrooks,1990-11-15
00-0033161,,Isaiah Williams,Isaiah,Williams,1993-05-05
00-0035150,BoydKr00,Kris Boyd,Kris,Boyd,1996-11-12
00-0039007,WillGa00,Garrett Williams,Garrett,Williams,2001-06-01
00-0033374,OrtiRi00,Ricky Ortiz,Richard,Ortiz,1994-04-15
00-0038979,TillCe01,Cedric Tillman,Cedric,Tillman,2000-04-19
00-0040471,ReedNi00,Nikko Reed,Nikko,Reed,2003-03-03
00-0024796,DahlCr99,Craig Dahl,Craig,Dahl,1985-06-17
00-0036404,BrunTJ00,T.J. Brunson,Tremari,Brunson,1997-12-03
00-0032369,LaniAn00,Anthony Lanier,Anthony,Lanier,1993-05-08
00-0032959,PeakCh00,Charone Peake,Charone,Peake,1992-10-16
00-0036939,BakeKa00,Kawaan Baker,Kawaan,Baker,1998-08-24
00-0040537,DaviEl00,Elliott Davison,Elliott,Davison,2001-12-19
00-0037329,BrowBr06,Brittain Brown,Brittain,Brown,1997-10-10
00-0036449,PlatSa00,Sandro Platzgummer,Sandro,Platzgummer,1997-03-10
00-0030644,DaviAk00,Akeem Davis,Akeem,Davis,1989-12-25
00-0032128,ConlCh00,Chris Conley,Christian,Conley,1992-10-25
00-0035742,NiziCa00,Cameron Nizialek,Cameron,Nizialek,1995-03-10
00-0031747,GoodAn01,Antwan Goodley,Antwan,Goodley,1991-09-06
00-0032009,HumpAd00,Adam Humphries,Adam,Humphries,1993-06-24
00-0038667,CookEl00,Elijah Cooks,Elijah,Cooks,1998-10-13
00-0037606,ShudCa00,Caleb Shudak,Caleb,Shudak,1997-11-19
00-0039859,DorlBr00,Brandon Dorlus,Brandon,Dorlus,2001-03-22
00-0034154,TuioJa00,Jacob Tuioti-Mariner,Jacob,Tuioti-Mariner,1996-07-25
00-0037197,PachIs00,Isiah Pacheco,Isiah,Pacheco,1999-03-02
00-0028394,McQuJa00,Jake McQuaide,Jacob,McQuaide,1987-12-07
EME675714,EmezEm00,Emeka Emezie,Chukwuemeka,Emezie,
00-0035342,LairPa00,Patrick Laird,Patrick,Laird,1995-08-17
00-0031043,FergEg00,Ego Ferguson,Ego,Ferguson,1991-09-22
00-0040451,TrusXa00,Xavier Truss,Xavier,Truss,2001-07-13
00-0039438,GargNi00,Nick Gargiulo,Nicholas,Gargiulo,2000-07-19
00-0040215,BartGa00,Gavin Bartholomew,Gavin,Bartholomew,2003-04-30
00-0036645,JeanSh00,Shemar Jean-Charles,Shemar,Jean-Charles,1998-06-20
00-0033211,,Jordan Mudge,Jordan,Mudge,1989-08-08
00-0036562,HayeDa00,Daelin Hayes,Daelin,Hayes,1998-05-16
00-0034875,SankTi00,Tigie Sankoh,Tigie,Sankoh,1997-11-04
00-0030107,RiddTh00,Theo Riddick,Theodore,Riddick,1991-05-04
00-0038582,TuneCl00,Clayton Tune,Clayton,Tune,1999-03-23
00-0038557,WillDo04,Dorian Williams,Dorian,Williams,2001-06-28
00-0037521,HawkTa01,Tayler Hawkins,Tayler,Hawkins,1997-12-27
00-0035271,JoseVo00,Vosean Joseph,Vosean,Joseph,1997-12-15
00-0030869,LarsTy00,Tyler Larsen,Tyler,Larsen,1991-07-08
00-0038983,ThomBJ00,BJ Thompson,Brandon,Thompson,1999-03-23
00-0039407,LaubDy00,Dylan Laube,Dylan,Laube,1999-12-14
00-0039623,TiptMa00,Mason Tipton,Mason,Tipton,2000-09-27
00-0034378,SmitIt00,Ito Smith,Romarius,Smith,1995-09-11
00-0037130,BlanRe00,Reed Blankenship,Reed,Blankenship,1999-03-02
00-0039853,BakeJa00,Javon Baker,Javon,Baker,2002-02-18
00-0034835,JeffMa00,Malik Jefferson,Malik,Jefferson,1996-11-15
00-0038602,SmitCh04,Chris Smith II,Christopher,Smith,2000-05-01
00-0039881,McMoPa00,Patrick McMorris,Patrick,McMorris,2001-10-18
00-0034715,AlexDe01,Deontez Alexander,Deontez,Alexander,1996-07-25
00-0031807,,Imoan Claiborne,Imoan,Claiborne,1992-07-20
00-0027062,OwenCh99,Chris Owens,Christopher,Owens,1986-12-01
00-0036076,RiveCh01,Chauncey Rivers,Chauncey,Rivers,1997-06-12
00-0040283,HarrJa06,Jared Harrison-Hunte,Jared,Harrison-Hunte,2000-07-22
00-0029844,StapJu00,Justin Staples,Justin,Staples,1989-12-10
00-0040742,SavaJo00,Jonah Savaiinaea,Jonah,Savaiinaea,2004-01-13
00-0036989,KoonMa00,Malcolm Koonce,Malcolm,Koonce,1998-06-06
00-0040344,WormSa00,Sal Wormley,Saleem,Wormley,2001-07-23
00-0031870,MarlDe00,Dean Marlowe,Dean,Marlowe,1992-07-25
00-0028240,WiggKe00,Kenny Wiggins,Kenneth,Wiggins,1988-08-08
00-0035340,HendDe04,Dewayne Hendrix,Dewayne,Hendrix,1995-06-13
00-0029164,RemmMi00,Mike Remmers,Michael,Remmers,1989-04-11
00-0034038,LiggJu00,Justice Liggins,Justice,Liggins,1994-12-14
00-0030850,ParkCo03,Cody Parkey,Andrew,Parkey,1992-02-19
00-0025828,WoodWe20,Wesley Woodyard,Wesley,Woodyard,1986-07-21
00-0036950,WillAv02,Avery Williams,Avery,Williams,1998-07-15
00-0031823,BlueJa00,Javess Blue,Javess,Blue,1992-12-30
00-0034269,MadiCo01,Cole Madison,Cole,Madison,1994-12-20
00-0037317,MuseNi00,Nick Muse,Nicholas,Muse,1998-11-25
00-0035446,BaitDe01,Derrick Baity,Derrick,Baity,1996-12-23
00-0036201,AutrLe00,Lee Autry,Lee,Autry,1996-07-29
00-0033887,FostRe00,Reuben Foster,Reuben,Foster,1994-04-04
00-0038925,EnecIk00,Ikenna Enechukwu,Ikenna,Enechukwu,2000-01-24
00-0033631,CowaRa00,Rashaad Coward,Keshone,Coward,1994-11-06
00-0034681,EdmoCh00,Chase Edmonds,Chase,Edmonds,1996-04-13
00-0036917,McPhZe00,Zech McPhearson,Zechariah,McPhearson,1998-03-21
00-0033812,MurrNa00,Najee Murray,Najee,Murray,1994-04-21
00-0036428,StrnJu00,Justin Strnad,Justin,Strnad,1996-08-21
00-0035254,NelsAn01,Anthony Nelson,Anthony,Nelson,1997-03-04
00-0029510,GrimJo01,Jonathan Grimes,Jonathan,Grimes,1989-12-21
00-0040593,ButlMe00,Mehki Butler,Mehki,Butler,2001-04-03
00-0032209,YeldT.00,T.J. Yeldon,Timothy,Yeldon,1993-10-02
00-0038390,SeweNo00,Noah Sewell,Noah,Sewell,2002-04-26
00-0027033,KrugPa99,Paul Kruger,Paul,Kruger,1986-02-15
00-0036589,McClNi00,Nick McCloud,Nick,McCloud,1998-07-09
00-0031712,WageZa00,Zack Wagenmann,Zackary,Wagenmann,1992-08-08
00-0032641,DeayDo01,Donte' Deayon,Donte',Deayon,1994-01-28
00-0039513,EdmoCh01,Chris Edmonds,Chris,Edmonds,2001-07-16
00-0033977,TochJa00,Jack Tocho,Jack,Tocho,1996-02-08
00-0039481,DuckSt00,Storm Duck,Storm,Duck,2000-12-15
00-0028100,CartCh00,Chris Carter,Christopher,Carter,1989-04-06
00-0031895,MartRo01,Ronald Martin,Ronald,Martin,1993-02-26
00-0034027,,De'Quan Hampton,De'Quan,Hampton,1994-04-18
00-0035328,NelsMa00,Matt Nelson,Matt,Nelson,1995-12-19
00-0037205,SchoBr00,Brenden Schooler,Brenden,Schooler,1997-05-30
00-0035815,HaycTy00,Tyler Haycraft,Tyler,Haycraft,1997-01-23
00-0039692,PettDe00,Dell Pettus,Dell,Pettus,2001-06-02
00-0036469,AmmeMa00,Matt Ammendola,Matt,Ammendola,1996-12-11
00-0038957,,Alfonzo Graham,Alfonzo,Graham,2000-03-20
00-0037288,BenfCh00,Christian Benford,Christian,Benford,2000-09-21
00-0036253,BlacJu01,Julian Blackmon,Julian,Blackmon,1998-08-24
00-0036396,DrisJa00,Jack Driscoll,John,Driscoll,1997-04-01
00-0028030,BarkJo00,Joe Barksdale,Joseph,Barksdale,1989-01-04
00-0022803,MannEl00,Eli Manning,Elisha,Manning,1981-01-03
00-0039458,BateBr00,Brenden Bates,Brenden,Bates,1999-10-16
00-0033771,HatlRi00,Rickey Hatley,Rickey,Hatley,1994-03-29
00-0032777,BoehEv00,Evan Boehm,Evan,Boehm,1993-08-19
00-0036407,JeudJe00,Jerry Jeudy,Jerry,Jeudy,1999-04-24
00-0036567,MitcEl00,Elijah Mitchell,Elijah,Mitchell,1998-05-02
00-0036647,PoweCo00,Cornell Powell,Cornell,Powell,1997-10-30
00-0031258,AttaJe00,Jeremiah Attaochu,Jeremiah,Attaochu,1993-01-17
00-0035758,HajrLi00,Lirim Hajrullahu,Lirim,Hajrullahu,1990-04-24
00-0038669,JackDe03,Dequan Jackson,Dequan,Jackson,1999-10-07
00-0028620,HerzMa00,Mark Herzlich,Sandon,Herzlich,1987-09-01
00-0030725,LucaCo01,Cornelius Lucas,Cornelius,Lucas,1991-07-18
00-0036556,JordBr00,Brevin Jordan,Brevin,Jordan,2000-07-16
00-0039387,CarsCa01,Caelen Carson,Caelen,Carson,2002-03-03
00-0034566,QueiKy00,Kyle Queiro,Kyle,Queiro,1994-12-18
00-0035228,MurrKy00,Kyler Murray,Kyler,Murray,1997-08-07
00-0030661,ShawCo00,Connor Shaw,Connor,Shaw,1991-09-19
00-0030075,HolmKh00,Khaled Holmes,Khaled,Holmes,1990-01-19
00-0040392,PrieCa00,Caden Prieskorn,Caden,Prieskorn,1999-09-21
00-0029151,SimmMa00,Matt Simms,Matthew,Simms,1988-09-27
00-0039702,PlinMa00,Mason Pline,Mason,Pline,2000-02-05
00-0033980,BaccJo00,Joe Bacci,Joseph,Bacci,1994-04-25
00-0025421,PoluPa99,Paul Posluszny,Paul,Posluszny,1984-10-10
00-0028443,MorgMi00,Mike Morgan,Michael,Morgan,1988-01-16
00-0026373,ForsJu00,Justin Forsett,Justin,Forsett,1985-10-14
00-0030118,PoweTy00,Ty Powell,Ty,Powell,1988-04-27
00-0028039,BoliCl00,Clint Boling,Clinton,Boling,1989-05-09
00-0036109,BentEl00,Elijah Benton,Elijah,Benton,1996-09-05
00-0034268,MoorJM00,J'Mon Moore,J'Mon,Moore,1995-05-23
00-0031929,ThomCa02,Carlos Thompson,Carlos,Thompson,1992-02-16
00-0032575,SkurMa01,Matt Skura,Matthew,Skura,1993-02-17
00-0034803,NoteJo00,Joe Noteboom,Joseph,Noteboom,1995-06-19
00-0037307,TaylJa04,Ja'Sir Taylor,Ja'Sir,Taylor,1999-01-08
00-0040580,StewJo03,Josaiah Stewart,Josaiah,Stewart,2003-04-26
00-0029620,MarsBr01,Brandon Marshall,Brandon,Marshall,1989-09-10
00-0027862,AluaTy99,Tyson Alualu,Tyson,Alualu,1987-05-12
00-0036785,CronCo00,Coy Cronk,Coy,Cronk,1998-01-18
00-0030783,LockCo00,Colin Lockett,Colin,Lockett,1991-04-05
00-0037500,WrigRy00,Ryan Wright,Ryan,Wright,2000-06-01
00-0039614,JackJe01,Jermaine Jackson,Jermaine,Jackson,2000-06-02
00-0038966,BrooNa01,Natrone Brooks,Natrone,Brooks,1999-12-17
00-0034405,JoneSa00,Sam Jones,Samuel,Jones,1996-02-21
00-0035210,MillHe01,Herb Miller,Herb,Miller,1997-11-11
00-0030289,RambBa00,Bacarri Rambo,Bacarri,Rambo,1990-06-27
00-0031753,,Joel Ross,Joel,Ross,1992-06-12
00-0036839,SmitKi00,Kion Smith,Kion,Smith,1998-10-07
00-0040218,HornJi00,Jimmy Horn Jr.,Jimmy,Horn,2002-09-12
00-0027948,GabbBl00,Blaine Gabbert,Blaine,Gabbert,1989-10-15
00-0030916,DarbAl01,Alden Darby,Alden,Darby,1992-06-22
00-0024204,JackFr02,Fred Jackson,Fredrick,Jackson,1981-02-20
00-0031952,JarrKy00,Kyshoen Jarrett,Kyshoen,Jarrett,1993-05-04
00-0039883,HardDa02,Daequan Hardy,Daequan,Hardy,2001-06-13
00-0032577,FostD.01,D.J. Foster,Darryll,Foster,1993-11-22
00-0040643,SankJo00,Jonas Sanker,Jonas,Sanker,2001-11-23
00-0020337,SmitSt01,Steve Smith,Stevonne,Smith,1979-05-12
00-0038551,MillKe01,Kendre Miller,Kendre,Miller,2002-06-11
00-0037556,PierCh00,Chris Pierce,Christopher,Pierce,1998-11-02
00-0031353,SchoMi00,Michael Schofield,Michael,Schofield,1990-11-15
00-0031510,ThomDy00,Dylan Thompson,Dylan,Thompson,1991-10-25
00-0032448,WeatSt00,Stephen Weatherly,Stephen,Weatherly,1994-03-19
00-0024110,WeatSt20,Steve Weatherford,Steven,Weatherford,1982-12-17
00-0031998,,Donatella Luckett,Donatella,Luckett,1991-02-01
00-0032006,SemiTi00,Tim Semisch,Timothy,Semisch,1991-09-18
00-0030964,PughJa00,Jarrod Pughsley,Jarrod,Pughsley,1990-12-18
00-0033109,HargJa00,Javon Hargrave,Javon,Hargrave,1993-02-07
00-0040227,MonhJo00,Jonah Monheim,Jonah,Monheim,2002-06-07
00-0036015,JohnZa00,Zack Johnson,Zack,Johnson,1997-01-19
00-0033758,ValoJe00,Jeremiah Valoaga,Jeremiah,Valoaga,1994-11-15
00-0038156,RatkCl00,Clint Ratkovich,Clint,Ratkovich,1997-09-16
00-0037244,LloyDe00,Devin Lloyd,Devin,Lloyd,1998-09-30
LOV131275,LoveJo05,Josh Love,Josh,Love,1996-11-28
00-0027006,BritKe00,Kenny Britt,Kenneth,Britt,1988-09-19
00-0034366,CoutKe00,Keke Coutee,Key'vantanie,Coutee,1997-01-14
00-0037493,BrowMi02,Mike Brown,Michael,Brown,1999-04-07
00-0036069,PhilSc01,Scottie Phillips,Scott,Phillips,1997-10-06
00-0034157,WinbAn00,Anthony Winbush,Anthony,Winbush,1994-12-18
00-0031235,BeckOd00,Odell Beckham Jr.,Odell,Beckham,1992-11-05
00-0036426,RobiAl03,Alton Robinson,Alton,Robinson,1998-06-02
00-0034676,WashJa00,James Washington,James,Washington,1996-04-02
00-0035317,MileJo00,Joshua Miles,Joshua,Miles,1996-01-04
00-0039582,BankMa00,Marcus Banks,Marcus,Banks,2000-10-08
00-0033397,TravDa00,Damarius Travis,Damarius,Travis,1994-04-19
00-0032171,PullHa00,Hayes Pullard,Hayes,Pullard,1992-04-18
00-0034864,JackBl00,Blake Jackson,Blake,Jackson,1994-03-07
00-0034167,DownDe00,Devante Downs,Devante,Downs,1995-10-18
00-0037600,McKeJa00,Jalen McKenzie,Jalen,McKenzie,1999-07-10
00-0033346,StanDu00,Dustin Stanton,Dustin,Stanton,1994-02-20
00-0036788,HeflJa00,Jack Heflin,Jack,Heflin,1998-03-08
00-0033333,RichHo00,Horace Richardson,Horace,Richardson,1993-09-28
00-0036123,WaltBr01,Brandon Walton,Brandon,Walton,1998-03-18
00-0036555,HubbCh01,Chuba Hubbard,Chuba,Hubbard,1999-06-11
00-0032042,RileCu00,Curtis Riley,Curtis,Riley,1992-07-18
00-0040496,ChamCh01,Chaz Chambliss,Charles,Chambliss,2002-10-25
00-0040088,IzzaCo00,Coziah Izzard,Coziah,Izzard,2001-11-06
00-0040722,GreeMi02,Mike Green,Michael,Green,2003-07-28
00-0027057,TateBr00,Brandon Tate,Brandon,Tate,1987-10-05
00-0031016,CockRo00,Ross Cockrell,Ross,Cockrell,1991-08-06
00-0033934,JoneNa00,Nazair Jones,Nazair,Jones,1994-12-13
00-0025460,JoneJa03,Jacoby Jones,Jacoby,Jones,1984-07-11
00-0039933,MatoBa00,Bayron Matos,Bayron,Matos,2000-12-08
00-0037747,MattCh01,Christian Matthew,Christian,Matthew,1996-10-26
00-0040588,PaulCh01,Pooh Paul Jr.,Christopher,Paul,2002-11-04
00-0030705,ThomJu01,Juwan Thompson,Juwan,Thompson,1992-05-13
00-0025838,DunbJo20,Jo-Lonn Dunbar,Jo-Lonn,Dunbar,1985-03-13
00-0035607,CopeMa01,Marquise Copeland,Marquise,Copeland,1997-05-09
00-0033770,HardJu01,Justin Hardee,Justin,Hardee,1994-02-07
00-0034747,AtemMa00,Marcell Ateman,Marcell,Ateman,1994-09-16
00-0040079,DellGa00,Garrett Dellinger,Garrett,Dellinger,2002-02-18
00-0035338,HankTe01,Terrill Hanks,Terrill,Hanks,1995-12-07
00-0037312,CampCh02,Chance Campbell,Chance,Campbell,1999-10-08
00-0035302,BeckTe00,Terry Beckner,Terry,Beckner,1997-03-02
00-0032905,LandCh00,Chris Landrum,Christopher,Landrum,1992-09-14
00-0040183,RobeEl01,Elijah Roberts,Elijah,Roberts,2001-12-24
00-0038613,ReedJe00,Jerrick Reed II,Jerrick,Reed,2000-08-07
00-0039950,RussCh01,Chris Russell,Chris,Russell,2001-07-26
00-0038098,StroPi00,Pierre Strong,Pierre,Strong,1998-12-10
00-0029303,WinnBi00,Billy Winn,William,Winn,1989-04-15
00-0037207,CaliMi00,Mike Caliendo,Mike,Caliendo,1997-10-21
00-0036816,PattRi01,Riley Patterson,Riley,Patterson,1999-09-07
00-0033444,KukwAn01,Anthony Kukwa,Anthony,Kukwa,1992-10-30
00-0037370,CorkYu00,Yusuf Corker,Yusuf,Corker,1998-12-26
00-0033843,,Shakeir Ryan,Shakeir,Ryan,1995-08-11
00-0036275,SwifDA00,D'Andre Swift,D'Andre,Swift,1999-01-14
00-0029087,JohnLe03,Leonard Johnson,Leonard,Johnson,1990-03-30
00-0028905,OwusCh00,Chris Owusu,Christopher,Owusu,1990-01-06
00-0030263,JameCh00,Charles James,Charles,James,1990-05-14
00-0033379,WhitTi00,Tim White,Timothy,White,1994-07-15
00-0031902,AndeJo01,Jonathan Anderson,Jonathan,Anderson,1991-10-27
00-0029612,RichDa00,Daryl Richardson,Daryl,Richardson,1990-04-12
00-0028040,CameJo00,Jordan Cameron,Jordan,Cameron,1988-08-07
00-0037133,DunkWi00,William Dunkle,William,Dunkle,1999-12-30
00-0034606,WinsRy00,Ryan Winslow,Ryan,Winslow,1994-04-30
00-0033630,BouaJo00,Joel Bouagnon,Joel,Bouagnon,1995-03-28
00-0030410,GayxJo00,Jordan Gay,Jordan,Gay,1990-03-29
00-0033217,AlieMo00,Mo Alie-Cox,Mohamed,Alie-Cox,1993-09-19
00-0032335,LainCl00,Cleyon Laing,Cleyon,Laing,1990-11-21
00-0037082,RobiDo00,Dominique Robinson,Dominique,Robinson,1998-07-02
00-0034433,BawdNi00,Nick Bawden,Charles,Bawden,1996-06-22
00-0033802,MaboKe00,KeVonn Mabon,KeVonn,Mabon,1993-10-02
00-0032978,CaldTr00,Trey Caldwell,Clarence,Caldwell,1993-12-04
00-0035346,NeedNi00,Nik Needham,Nikolas,Needham,1996-11-04
00-0031722,LiedMi00,Michael Liedtke,Michael,Liedtke,1992-01-15
00-0037631,HowlJJ00,J.J. Howland,J.J.,Howland,1997-10-15
00-0031074,PagaJe00,Jeoffrey Pagan,Jeoffrey,Pagan,1993-06-10
00-0030117,WillKe05,Kerwynn Williams,Kerwynn,Williams,1991-06-09
00-0035633,BallCo00,Corey Ballentine,Corey,Ballentine,1996-04-13
00-0040726,BeltAn00,Anthony Belton,Anthony,Belton,2001-02-23
00-0034957,AndeCa00,Calvin Anderson,Calvin,Anderson,1996-03-25
00-0035752,StreCh00,Chris Streveler,Christopher,Streveler,1995-01-06
00-0035593,WinfJu00,Juwann Winfree,Juwann,Winfree,1996-09-04
00-0039475,LoveKe00,Keni-H Lovely,Keni-H,Lovely,2000-05-12
00-0038854,RushTh00,Thomas Rush,Thomas,Rush,2000-01-31
00-0040422,MajoJa00,Jake Majors,Jacob,Majors,2002-01-17
00-0023177,CondJo20,Jon Condo,Jonathan,Condo,1981-08-26
00-0034217,MattTr02,Tray Matthews,Tray,Matthews,1994-10-18
00-0029833,CaveBr00,Braxston Cave,Braxston,Cave,1989-07-29
00-0033119,BrisJa00,Jacoby Brissett,Jacoby,Brissett,1992-12-11
00-0034159,DissWi00,Will Dissly,William,Dissly,1996-07-08
00-0031581,GlowMa00,Mark Glowinski,Mark,Glowinski,1992-05-03
00-0030792,McCrJu00,Justin McCray,Justin,McCray,1992-05-31
00-0034160,DickMi00,Michael Dickson,Michael,Dickson,1996-01-04
00-0040039,JohnAm00,Amar Johnson,Amar,Johnson,2003-01-31
00-0026998,HarvPe00,Percy Harvin,Percy,Harvin,1988-05-28
00-0032436,DrisJe00,Jeff Driskel,Jeffrey,Driskel,1993-04-23
00-0035006,JohnOl00,Bisi Johnson,Olabisi,Johnson,1997-03-17
00-0027560,McClAl00,Albert McClellan,Albert,McClellan,1986-06-04
00-0039374,EichTo00,Tommy Eichenberg,Tommy,Eichenberg,2001-01-11
00-0037540,MondSm00,Smoke Monday,Quindarious,Monday,1999-02-19
00-0034887,JohnAl01,Alexander Johnson,Alexander,Johnson,1991-12-24
00-0039339,FuagTa00,Taliese Fuaga,Taliese,Fuaga,2002-04-05
00-0030873,WallDa02,Davonte Wallace,Davonte,Wallace,1991-12-21
00-0036335,WonnDJ00,D.J. Wonnum,Dennis,Wonnum,1997-10-31
00-0029744,McNaJo00,Josh McNary,Joshua,McNary,1988-04-10
00-0038391,ClifSe00,Sean Clifford,Sean,Clifford,1998-07-14
00-0038614,MatlSc00,Scott Matlock,Scott,Matlock,2000-06-28
00-0033831,WyliAn00,Andrew Wylie,Andrew,Wylie,1994-08-19
00-0036861,HubeWy00,Wyatt Hubert,Wyatt,Hubert,1998-06-13
00-0039945,HaleAl00,Alex Hale,Alex,Hale,1998-03-07
00-0040226,BryaMa02,Marcus Bryant,Marcus,Bryant,2002-06-22
00-0033892,MayeMa00,Marcus Maye,Marcus,Maye,1993-03-09
00-0037311,KiefKo00,Ko Kieft,Ko,Kieft,1998-01-20
00-0034487,SherTr00,Trent Sherfield,Trent,Sherfield,1996-02-26
00-0039918,WillCa03,Caleb Williams,Caleb,Williams,2001-11-18
00-0030320,HillMi00,Michael Hill,Michael,Hill,1989-05-14
00-0036419,LewiTe00,Terrell Lewis,Terrell,Lewis,1998-08-25
00-0031848,LyonCa00,Caushaud Lyons,Caushaud,Lyons,1993-01-03
00-0031359,BenjKe00,Kelvin Benjamin,Kelvin,Benjamin,1991-02-05
00-0039316,CuppBa00,Baylor Cupp,Baylor,Cupp,2000-05-10
00-0031871,MileAr00,Arthur Miley,Arthur,Miley,1993-03-03
00-0036320,CharJo01,Joseph Charlton,Joseph,Charlton,1997-04-07
00-0034087,IshmSt00,Steve Ishmael,Steven,Ishmael,1995-07-18
00-0036348,MeteJo00,Josh Metellus,Josh,Metellus,1998-01-21
00-0040600,ValcNa00,Nate Valcarcel,Nate,Valcarcel,2002-05-23
00-0027290,VaugCa00,Cassius Vaughn,Cassius,Vaughn,1987-11-03
00-0032755,StewDe00,Dez Stewart,Dezmeawn,Stewart,1993-04-18
00-0030985,WattTr00,Trey Watts,Julius,Watts,1991-02-13
00-0032915,WillDo05,Dom Williams,Dominique,Williams,1992-12-11
00-0032508,VallHa00,Hakeem Valles,Hakeem,Valles,1992-11-23
00-0033528,SpriJe00,Jeremy Sprinkle,Jeremy,Sprinkle,1994-08-10
00-0033326,CollAv00,Aviante Collins,Aviante,Collins,1993-04-21
00-0032669,BertTa01,Taylor Bertolet,Taylor,Bertolet,1992-10-24
00-0039907,PolkJa00,Ja'Lynn Polk,Ja'Lynn,Polk,2002-04-11
00-0025408,NelsRe99,Reggie Nelson,Reggie,Nelson,1983-09-21
00-0034816,JoneRo01,Ronald Jones,Ronald,Jones,1997-08-03
00-0034446,DaviJa06,Jalen Davis,Jalen,Davis,1996-02-02
00-0033702,KooxYo00,Younghoe Koo,Younghoe,Koo,1994-08-03
00-0039042,HayeRy00,Ryan Hayes,Ryan,Hayes,2000-02-28
00-0031077,JameKe00,Kendall James,Kendall,James,1991-06-29
00-0032251,RandDa00,Damarious Randall,Damarious,Randall,1992-08-29
00-0038908,OrjiAn00,Anfernee Orji,Anfernee,Orji,2000-10-06
00-0029863,CampJo00,Jordan Campbell,Jordan,Campbell,1988-06-29
00-0036284,BectMe00,Mekhi Becton,Mekhi,Becton,1999-04-18
00-0035816,LaloNi00,Niko Lalos,Nikolas,Lalos,1997-06-25
00-0037369,AlleAu00,Austin Allen,Austin,Allen,1998-11-10
00-0019714,LechSh20,Shane Lechler,Edward,Lechler,1976-08-07
00-0031120,GlanAd00,Adarius Taylor,Adarius,Taylor,1990-09-21
00-0040177,JameJo01,Jordan James,Jordan,James,2004-03-29
00-0036262,HamiDa02,DaVon Hamilton,DaVon,Hamilton,1997-02-01
00-0038463,CoxxBr02,Brenton Cox Jr.,Brenton,Cox,2000-01-30
00-0036878,RobiJa04,Janarius Robinson,Janarius,Robinson,1998-05-04
00-0032765,ThomMi05,Michael Thomas,Michael,Thomas,1993-03-03
00-0033227,,Jarnor Jones,Jarnor,Jones,1994-04-29
00-0035596,WhytKe00,Kerrith Whyte,Kerrith,Whyte,1996-10-31
00-0038990,,Ayinde Eley,Ayinde,Eley,1998-10-22
00-0034117,JumpCo00,Colton Jumper,Jay,Jumper,1994-11-26
00-0036446,LeoxMa00,Matt Leo,Matt,Leo,1992-05-08
00-0033035,SimmJa02,Jalen Simmons,Jalen,Simmons,1992-04-01
00-0034994,UdohOl01,Olisaemeka Udoh,Olisaemeka,Udoh,1997-02-14
00-0039842,JerrMi00,Michael Jerrell,Michael,Jerrell,1999-08-18
00-0034431,FranZa00,Zaire Franklin,Zaire,Franklin,1996-07-02
00-0028862,HarrBr01,Bryce Harris,Bryce,Harris,1989-01-16
00-0032865,IosiIo00,Iosia Iosia,Iosia,Iosia,1991-12-28
00-0031319,SpenDi00,Diontae Spencer,Diontae,Spencer,1992-03-19
00-0031391,MasoTr00,Tre Mason,Trence,Mason,1993-08-06
00-0033296,ArmaAl00,Alex Armah,Alexander,Armah,1994-05-17
00-0032141,SwaiGe00,Geoff Swaim,Geoffrey,Swaim,1993-09-16
00-0034250,DiLaCh00,Christian DiLauro,Christian,DiLauro,1994-11-11
00-0038629,GwynJo00,Jovaughn Gwyn,Jovaughn,Gwyn,1999-03-18
00-0034869,DarnSa00,Sam Darnold,Sam,Darnold,1997-06-05
00-0023656,RatlJa20,Jay Ratliff,Jeremiah,Ratliff,1981-08-29
00-0031031,QvalBr01,Brent Qvale,Brent,Qvale,1991-03-11
00-0036621,BoltNi00,Nick Bolton,Nicholas,Bolton,2000-03-10
00-0038607,DuncJa00,Jaelyn Duncan,Jaelyn,Duncan,2000-07-08
