playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0036880,15,2021,,,Full Participation in Practice
00-0034115,16,2022,Questionable,Hip,Limited Participation in Practice
00-0038583,14,2023,,,Full Participation in Practice
00-0033906,4,2024,Questionable,Hip,Limited Participation in Practice
00-0037278,6,2024,Out,Ankle,Did Not Participate In Practice
00-0031997,13,2016,Questionable,Illness,Full Participation in Practice
00-0035240,9,2024,,,Full Participation in Practice
00-0033944,16,2017,,,Full Participation in Practice
00-0034777,5,2022,Out,Ankle,Did Not Participate In Practice
00-0039140,13,2024,,,Full Participation in Practice
00-0027778,10,2020,,,Limited Participation in Practice
00-0034973,15,2023,Questionable,Knee,Limited Participation in Practice
00-0024348,14,2016,Questionable,Back,Did Not Participate In Practice
00-0030507,9,2016,Questionable,Groin,Limited Participation in Practice
00-0029879,5,2018,,,Full Participation in Practice
00-0031236,14,2015,Probable,Concussion,Limited Participation in Practice
00-0022927,11,2017,,,Full Participation in Practice
00-0034869,17,2018,,,Full Participation in Practice
00-0034674,14,2022,Questionable,Illness,Did Not Participate In Practice
00-0036307,15,2022,Questionable,Ankle,Full Participation in Practice
00-0030060,12,2017,,,Limited Participation in Practice
00-0030652,14,2018,Questionable,Foot,Limited Participation in Practice
00-0035683,12,2023,Doubtful,Hamstring,Did Not Participate In Practice
00-0027947,1,2024,,,Full Participation in Practice
00-0026190,9,2024,,,Did Not Participate In Practice
00-0034259,10,2018,Questionable,Illness,Full Participation in Practice
00-0036551,15,2024,,,Full Participation in Practice
00-0033831,15,2024,,,Full Participation in Practice
00-0036842,19,2022,Questionable,Illness,Did Not Participate In Practice
00-0032204,12,2016,Questionable,Foot,Did Not Participate In Practice
00-0030161,10,2018,Questionable,Knee,Limited Participation in Practice
00-0033885,7,2018,,,Full Participation in Practice
00-0030149,8,2017,,,Full Participation in Practice
00-0030066,9,2019,,,Full Participation in Practice
00-0023441,6,2018,Questionable,Thigh,Did Not Participate In Practice
00-0032977,7,2018,Out,Knee,Did Not Participate In Practice
00-0032392,12,2019,Out,Knee,Did Not Participate In Practice
00-0027256,21,2015,Probable,Knee,Full Participation in Practice
00-0032986,14,2020,Questionable,Shoulder,Limited Participation in Practice
00-0033280,5,2021,Doubtful,Hamstring,Limited Participation in Practice
00-0035678,4,2023,Questionable,Hip,Did Not Participate In Practice
00-0029316,8,2024,Questionable,Groin,Full Participation in Practice
00-0031950,7,2018,Out,Quadricep,Did Not Participate In Practice
00-0032889,10,2019,Questionable,Ankle,Full Participation in Practice
00-0034251,13,2024,,,Full Participation in Practice
00-0034827,17,2019,Out,Concussion,Did Not Participate In Practice
00-0031936,8,2017,,,Full Participation in Practice
00-0033103,19,2017,,,Full Participation in Practice
00-0038098,9,2022,Questionable,Hamstring,Limited Participation in Practice
00-0030923,11,2017,,,Full Participation in Practice
00-0033886,16,2019,,,Full Participation in Practice
00-0033526,6,2022,,,Full Participation in Practice
00-0028130,12,2017,,,Limited Participation in Practice
00-0036999,11,2021,Out,Concussion,Did Not Participate In Practice
00-0019596,15,2015,Questionable,Illness,Did Not Participate In Practice
00-0031852,3,2020,Out,Hand,Did Not Participate In Practice
00-0035237,15,2024,,,Full Participation in Practice
00-0033303,16,2024,,,Full Participation in Practice
00-0031943,10,2015,Questionable,Ankle,Limited Participation in Practice
00-0031102,9,2018,Questionable,Shoulder,Limited Participation in Practice
00-0031551,10,2016,Questionable,Ankle,Limited Participation in Practice
00-0027872,13,2015,Probable,Ankle,Full Participation in Practice
00-0033058,3,2018,,,Full Participation in Practice
00-0027050,7,2016,Out,Quadricep,Did Not Participate In Practice
00-0031170,6,2019,Out,Foot,Did Not Participate In Practice
00-0034586,15,2019,Questionable,Illness,Did Not Participate In Practice
00-0035831,11,2020,,,Full Participation in Practice
00-0027860,2,2019,Questionable,Shoulder,Full Participation in Practice
00-0034832,17,2021,,,Did Not Participate In Practice
00-0038093,3,2022,Questionable,Shoulder,Limited Participation in Practice
00-0033282,2,2023,,,Limited Participation in Practice
00-0032106,5,2015,Out,Hamstring,Did Not Participate In Practice
00-0031052,5,2018,Questionable,Hamstring,Limited Participation in Practice
00-0026618,19,2018,Questionable,Foot,Limited Participation in Practice
00-0032195,4,2016,Questionable,Hamstring,Limited Participation in Practice
00-0024270,5,2020,,,Full Participation in Practice
00-0020578,13,2015,Out,right Quadricep,Did Not Participate In Practice
00-0029744,16,2015,Questionable,Groin,Limited Participation in Practice
00-0032976,8,2016,,,Full Participation in Practice
00-0029553,14,2016,Out,Concussion,Did Not Participate In Practice
00-0028986,3,2018,,,Full Participation in Practice
00-0033127,2,2018,Questionable,Hamstring,Limited Participation in Practice
00-0030992,9,2016,Out,Thigh,Did Not Participate In Practice
00-0030067,2,2017,Out,Shoulder,Did Not Participate In Practice
00-0030380,4,2019,,,Full Participation in Practice
00-0034118,16,2019,,,Full Participation in Practice
00-0028092,17,2020,Out,Calf,Did Not Participate In Practice
00-0031571,3,2016,Questionable,Foot,Limited Participation in Practice
00-0033874,6,2022,Out,Abdomen,Did Not Participate In Practice
00-0032261,7,2018,Questionable,Knee,Limited Participation in Practice
00-0027949,17,2018,,,Limited Participation in Practice
00-0027857,2,2023,,,Full Participation in Practice
00-0031544,14,2019,,,Full Participation in Practice
00-0029542,10,2024,,,Did Not Participate In Practice
00-0033280,18,2023,Out,Calf,Did Not Participate In Practice
00-0033765,10,2020,Questionable,Back,Limited Participation in Practice
00-0030067,16,2024,Questionable,Knee,Limited Participation in Practice
00-0034975,18,2024,Out,Concussion,Did Not Participate In Practice
00-0026151,11,2016,,,Full Participation in Practice
00-0029257,2,2017,Out,Concussion,Did Not Participate In Practice
00-0022924,2,2019,,,Full Participation in Practice
00-0026190,3,2022,,,Did Not Participate In Practice
00-0027812,7,2017,Questionable,Groin,Limited Participation in Practice
00-0037841,13,2023,Out,Hamstring,Did Not Participate In Practice
00-0033297,6,2020,,,Full Participation in Practice
00-0027857,18,2021,Questionable,Elbow,Did Not Participate In Practice
00-0033925,14,2023,,,Full Participation in Practice
00-0033543,19,2017,Questionable,Hamstring,Limited Participation in Practice
00-0034981,16,2021,,,Limited Participation in Practice
00-0034384,11,2024,,,Full Participation in Practice
00-0019596,17,2020,,,Full Participation in Practice
00-0030067,18,2024,Questionable,Knee,Limited Participation in Practice
00-0033090,18,2024,Questionable,Foot,Limited Participation in Practice
00-0039681,18,2024,Out,Ankle,Did Not Participate In Practice
00-0034429,3,2019,Out,Back,Did Not Participate In Practice
00-0031856,4,2017,Questionable,Hamstring,Limited Participation in Practice
00-0032763,15,2021,Questionable,Foot,Limited Participation in Practice
00-0031433,1,2020,Doubtful,Knee,Did Not Participate In Practice
00-0036912,7,2023,,,Limited Participation in Practice
00-0028063,13,2015,Doubtful,Knee,Did Not Participate In Practice
00-0033882,1,2017,Questionable,Shin,Limited Participation in Practice
00-0034154,16,2020,,,Full Participation in Practice
00-0030066,4,2017,,,Full Participation in Practice
00-0022927,8,2016,,,Did Not Participate In Practice
00-0032145,18,2017,,,Full Participation in Practice
00-0031588,3,2021,,,Did Not Participate In Practice
00-0036221,6,2021,,,Full Participation in Practice
00-0032762,8,2021,,,Full Participation in Practice
00-0035629,6,2022,Questionable,Knee,Limited Participation in Practice
00-0027560,6,2016,Questionable,Calf,Limited Participation in Practice
00-0038092,6,2022,,,Full Participation in Practice
00-0036198,7,2023,Questionable,Ankle,Limited Participation in Practice
00-0026223,16,2016,,,Did Not Participate In Practice
00-0034439,9,2020,Questionable,Hamstring,Limited Participation in Practice
00-0033880,5,2024,Questionable,Shoulder,Full Participation in Practice
00-0031280,8,2024,Doubtful,Oblique,Did Not Participate In Practice
00-0033878,20,2019,Questionable,Foot,Limited Participation in Practice
00-0025399,18,2015,Questionable,Abdomen,Full Participation in Practice
00-0027986,15,2017,Questionable,Ankle,Limited Participation in Practice
00-0034411,13,2022,Questionable,Hamstring,Full Participation in Practice
00-0035645,2,2024,Out,Groin,Did Not Participate In Practice
00-0037074,9,2023,Questionable,Groin,Did Not Participate In Practice
00-0035594,13,2022,Questionable,Illness,Limited Participation in Practice
00-0033858,6,2023,,,Full Participation in Practice
00-0036406,19,2023,,,Full Participation in Practice
00-0024338,11,2017,,,Full Participation in Practice
00-0023173,4,2017,Questionable,Hamstring,Full Participation in Practice
00-0027078,13,2015,Questionable,Shoulder,Limited Participation in Practice
00-0035676,4,2022,,,Full Participation in Practice
00-0031325,10,2015,Probable,Ankle,Limited Participation in Practice
00-0031407,17,2016,,,Full Participation in Practice
00-0033953,9,2017,,,Did Not Participate In Practice
00-0034411,6,2019,,,Full Participation in Practice
00-0034276,6,2019,,,Full Participation in Practice
00-0034773,2,2018,Out,Calf,Did Not Participate In Practice
00-0036355,4,2022,,,Full Participation in Practice
00-0031958,5,2020,,,Full Participation in Practice
00-0030565,6,2023,,,Full Participation in Practice
00-0029250,11,2015,Questionable,Knee,Limited Participation in Practice
00-0030937,8,2016,Out,Hand,Did Not Participate In Practice
00-0032169,4,2015,Questionable,Knee,Full Participation in Practice
00-0029316,9,2017,,,Full Participation in Practice
00-0032210,10,2021,,,Full Participation in Practice
00-0031085,11,2016,Questionable,Hamstring,Full Participation in Practice
00-0033281,7,2023,Questionable,Illness,"
    "
00-0039007,7,2023,Questionable,Knee,Limited Participation in Practice
00-0031170,15,2018,Out,Back,Did Not Participate In Practice
00-0034356,9,2022,Questionable,Ankle,Limited Participation in Practice
00-0036944,18,2023,Questionable,Toe,Full Participation in Practice
00-0023096,17,2016,,,Limited Participation in Practice
00-0028171,8,2017,Questionable,Chest,Limited Participation in Practice
00-0032201,4,2017,Out,Knee,Did Not Participate In Practice
00-0029336,13,2017,,,Full Participation in Practice
00-0030062,12,2018,Questionable,Knee,Limited Participation in Practice
00-0031921,16,2019,Questionable,Knee,Limited Participation in Practice
00-0030648,4,2021,Questionable,Knee,Limited Participation in Practice
00-0036927,11,2022,Out,Ankle,Did Not Participate In Practice
00-0034435,12,2022,,,Full Participation in Practice
00-0036795,14,2021,,,Full Participation in Practice
00-0033090,17,2022,Questionable,Knee,Limited Participation in Practice
00-0037569,5,2023,Out,Ankle,Did Not Participate In Practice
00-0032218,14,2016,Questionable,Abdomen,Did Not Participate In Practice
00-0030530,8,2018,,,Full Participation in Practice
00-0032420,5,2021,,,Full Participation in Practice
00-0031241,6,2016,Questionable,Concussion,Limited Participation in Practice
00-0027944,16,2019,,,Limited Participation in Practice
00-0032773,5,2020,,,Limited Participation in Practice
00-0036231,7,2021,Questionable,Knee,Limited Participation in Practice
00-0030992,6,2015,Questionable,Calf,Limited Participation in Practice
00-0022127,17,2015,Probable,Chest,Full Participation in Practice
00-0032465,9,2016,Out,Hamstring,Did Not Participate In Practice
00-0034345,5,2022,,,Full Participation in Practice
00-0027870,4,2019,,,Full Participation in Practice
00-0031382,14,2015,Probable,Knee,Limited Participation in Practice
00-0037833,7,2022,,,Did Not Participate In Practice
00-0037235,17,2022,Questionable,Ankle,Limited Participation in Practice
00-0037746,18,2022,Out,Knee,Did Not Participate In Practice
00-0031583,7,2018,,,Limited Participation in Practice
00-0035689,5,2023,,,Full Participation in Practice
00-0034261,6,2023,Out,Knee,Full Participation in Practice
00-0032952,4,2017,Questionable,Shoulder,Full Participation in Practice
00-0027684,13,2017,,,Full Participation in Practice
00-0035216,15,2023,,,Full Participation in Practice
00-0031095,16,2023,Out,Calf,Did Not Participate In Practice
00-0033280,17,2018,,,Full Participation in Practice
00-0033915,9,2017,Questionable,Thigh,Full Participation in Practice
00-0036416,16,2022,Out,Groin,Did Not Participate In Practice
00-0027078,16,2015,Probable,Shoulder,Limited Participation in Practice
00-0031359,4,2017,,,Full Participation in Practice
00-0033109,15,2016,,,Full Participation in Practice
00-0029708,15,2017,,,Full Participation in Practice
00-0026189,16,2018,Questionable,Thumb,Full Participation in Practice
00-0033875,9,2019,,,Full Participation in Practice
00-0028052,6,2015,Probable,Shoulder,Limited Participation in Practice
00-0026069,13,2017,Out,Hamstring,Did Not Participate In Practice
00-0027870,11,2020,,,Full Participation in Practice
00-0036386,11,2023,Questionable,Knee,Limited Participation in Practice
00-0038589,17,2023,Questionable,Knee,Limited Participation in Practice
00-0027855,16,2020,,,Did Not Participate In Practice
00-0031241,17,2019,Questionable,Shoulder,Full Participation in Practice
00-0033524,9,2021,,,Full Participation in Practice
00-0029284,8,2020,,,Full Participation in Practice
00-0037353,10,2024,,,Full Participation in Practice
00-0036619,10,2024,Questionable,Toe,Limited Participation in Practice
00-0028024,12,2015,Out,Calf,Did Not Participate In Practice
00-0031526,5,2015,Out,Concussion,Did Not Participate In Practice
00-0026814,17,2018,,,Full Participation in Practice
00-0030386,16,2016,Out,Elbow,Did Not Participate In Practice
00-0035243,8,2020,Out,Knee,Did Not Participate In Practice
00-0027656,3,2018,,,Full Participation in Practice
00-0034825,7,2019,Out,Knee,Did Not Participate In Practice
00-0023500,2,2017,,,Full Participation in Practice
00-0034798,11,2019,,,Full Participation in Practice
00-0029630,8,2020,,,Limited Participation in Practice
00-0033124,16,2020,Out,Concussion,Did Not Participate In Practice
00-0035677,5,2020,,,Full Participation in Practice
00-0032933,7,2021,,,Did Not Participate In Practice
00-0035286,10,2022,Out,Foot,Did Not Participate In Practice
00-0034780,17,2018,,,Full Participation in Practice
00-0032677,14,2022,Questionable,Ankle,Limited Participation in Practice
00-0023459,17,2016,,,Full Participation in Practice
00-0034978,16,2021,Out,Foot,Did Not Participate In Practice
00-0037587,1,2024,,,Full Participation in Practice
00-0033872,2,2024,,,Full Participation in Practice
00-0030575,2,2017,Questionable,Hip,Limited Participation in Practice
00-0031186,11,2015,Probable,Concussion,Full Participation in Practice
00-0036677,6,2024,,,Full Participation in Practice
00-0036501,9,2024,,,Full Participation in Practice
00-0027708,12,2015,Out,Concussion,Did Not Participate In Practice
00-0038111,11,2022,,,Full Participation in Practice
00-0027861,1,2015,Out,Knee,Did Not Participate In Practice
00-0032464,13,2024,Out,Foot,Did Not Participate In Practice
00-0032956,8,2016,,,Full Participation in Practice
00-0035681,7,2022,Questionable,Elbow,Full Participation in Practice
00-0034384,8,2024,,,Full Participation in Practice
00-0035694,5,2020,,,Full Participation in Practice
00-0030434,18,2020,,,Full Participation in Practice
00-0033894,10,2023,,,Full Participation in Practice
00-0033595,5,2021,Out,Calf,Did Not Participate In Practice
00-0034836,5,2024,Questionable,Knee,Did Not Participate In Practice
00-0038566,2,2024,,,Full Participation in Practice
00-0035532,17,2021,,,Full Participation in Practice
00-0036621,18,2024,Doubtful,Not injury related - other,Full Participation in Practice
00-0030228,3,2016,,,Full Participation in Practice
00-0032517,14,2017,Questionable,Knee,Limited Participation in Practice
00-0031285,10,2020,Out,Ankle,Did Not Participate In Practice
00-0027867,6,2020,,,Did Not Participate In Practice
00-0031040,11,2024,Questionable,Groin,Did Not Participate In Practice
00-0039337,16,2024,,,Limited Participation in Practice
00-0036992,12,2021,Questionable,Groin,Limited Participation in Practice
00-0036716,15,2023,Questionable,Hamstring,Limited Participation in Practice
00-0032807,1,2020,Doubtful,Pectoral,Limited Participation in Practice
00-0031904,10,2020,Questionable,Ankle,Full Participation in Practice
00-0032415,14,2024,,,Limited Participation in Practice
00-0036862,13,2021,,,Full Participation in Practice
00-0032129,18,2024,Out,Concussion,Did Not Participate In Practice
00-0026232,4,2016,,,Full Participation in Practice
00-0028434,4,2018,Questionable,Knee,Full Participation in Practice
00-0031950,13,2017,Questionable,Shoulder,Limited Participation in Practice
00-0038608,17,2023,Out,Illness,Did Not Participate In Practice
00-0031572,9,2017,,,Full Participation in Practice
00-0035355,11,2024,,,Limited Participation in Practice
00-0030485,19,2015,Probable,Rib,Full Participation in Practice
00-0032241,17,2019,,,Did Not Participate In Practice
00-0034301,17,2018,Questionable,Hamstring,Full Participation in Practice
00-0034368,10,2024,,,Full Participation in Practice
00-0030074,10,2021,Doubtful,Knee,Did Not Participate In Practice
00-0034836,8,2023,Out,Hip,Did Not Participate In Practice
00-0032404,12,2020,Questionable,Wrist,Limited Participation in Practice
00-0027960,12,2015,Out,Knee,Did Not Participate In Practice
00-0034387,16,2019,,,Limited Participation in Practice
00-0028008,16,2020,,,Full Participation in Practice
00-0033734,11,2020,,,Full Participation in Practice
00-0027078,14,2015,Probable,Shoulder,Limited Participation in Practice
00-0032890,8,2022,,,Limited Participation in Practice
00-0036589,4,2024,,,Limited Participation in Practice
00-0026240,11,2015,Questionable,Foot,Full Participation in Practice
00-0032773,7,2021,,,Full Participation in Practice
00-0034830,6,2020,,,Limited Participation in Practice
00-0033869,5,2024,,,Full Participation in Practice
00-0026994,6,2015,Questionable,Hamstring,Limited Participation in Practice
00-0024424,10,2016,,,Full Participation in Practice
00-0035217,13,2022,,,Full Participation in Practice
00-0027944,4,2015,Probable,Toe,Full Participation in Practice
00-0031547,14,2016,Questionable,Back,Full Participation in Practice
00-0027940,19,2015,Probable,Illness,Full Participation in Practice
00-0029546,18,2017,,,Full Participation in Practice
00-0027981,1,2021,,,Limited Participation in Practice
00-0027720,13,2020,,,Full Participation in Practice
00-0038848,3,2023,Questionable,Hip,Limited Participation in Practice
00-0039002,6,2023,Questionable,Hamstring,Limited Participation in Practice
00-0032394,12,2023,Out,Concussion,Did Not Participate In Practice
00-0035026,17,2022,Out,Knee,Did Not Participate In Practice
00-0035526,7,2024,,,Full Participation in Practice
00-0036132,16,2021,Out,Ankle,Did Not Participate In Practice
00-0027818,16,2015,Probable,Concussion,Full Participation in Practice
00-0031687,4,2020,Out,Knee,Did Not Participate In Practice
00-0032518,19,2020,,,Full Participation in Practice
00-0030455,2,2021,Questionable,Calf,Full Participation in Practice
00-0026564,1,2018,,,Full Participation in Practice
00-0032641,11,2017,,,Limited Participation in Practice
00-0030020,5,2019,,,Limited Participation in Practice
00-0034387,12,2019,,,Limited Participation in Practice
00-0030076,1,2020,Questionable,Knee,Limited Participation in Practice
00-0028030,4,2018,Out,Knee,Did Not Participate In Practice
00-0033888,1,2023,,,Full Participation in Practice
00-0036922,5,2022,Out,Concussion,Did Not Participate In Practice
00-0021547,7,2015,Questionable,Knee,Did Not Participate In Practice
00-0036442,16,2024,,,Limited Participation in Practice
00-0030129,11,2015,Questionable,Finger,Limited Participation in Practice
00-0030539,16,2015,Probable,Hamstring,Full Participation in Practice
00-0033909,14,2017,Questionable,Shoulder,Limited Participation in Practice
00-0023436,15,2020,Out,Calf,Did Not Participate In Practice
00-0027957,1,2017,Doubtful,Ankle,Did Not Participate In Practice
00-0030957,14,2016,Out,Calf,Did Not Participate In Practice
00-0031282,14,2021,,,Full Participation in Practice
00-0027017,3,2017,Questionable,Hamstring,Limited Participation in Practice
00-0027952,11,2017,,,Full Participation in Practice
00-0027866,3,2018,,,Did Not Participate In Practice
00-0034681,17,2020,Questionable,Hip,Did Not Participate In Practice
00-0033281,2,2019,Questionable,Back,Limited Participation in Practice
00-0033886,4,2021,,,Full Participation in Practice
00-0036613,6,2022,,,Full Participation in Practice
00-0036981,5,2023,Questionable,Knee,Limited Participation in Practice
00-0035717,12,2024,Out,Hip,Did Not Participate In Practice
00-0035243,3,2021,,,Full Participation in Practice
00-0029682,16,2015,Probable,left Shoulder,Full Participation in Practice
00-0029632,11,2018,,,Full Participation in Practice
00-0031308,9,2016,,,Full Participation in Practice
00-0028103,5,2019,,,Did Not Participate In Practice
00-0036465,7,2021,Out,Ankle,Did Not Participate In Practice
00-0031388,7,2023,,,Did Not Participate In Practice
00-0027023,15,2015,Probable,Shoulder,Full Participation in Practice
00-0029653,10,2021,,,Full Participation in Practice
00-0032222,12,2018,Out,Knee,Did Not Participate In Practice
00-0031576,16,2024,,,Full Participation in Practice
00-0035235,13,2024,,,Limited Participation in Practice
00-0036309,12,2021,,,Limited Participation in Practice
00-0034803,16,2023,Questionable,Foot,Did Not Participate In Practice
00-0033577,18,2022,Questionable,Illness,Limited Participation in Practice
00-0027150,17,2019,Questionable,Knee,Limited Participation in Practice
00-0037013,16,2023,Out,Concussion,Did Not Participate In Practice
00-0034818,7,2024,,,Full Participation in Practice
00-0039072,8,2023,,,Full Participation in Practice
00-0033887,10,2017,,,Full Participation in Practice
00-0034844,10,2024,,,Full Participation in Practice
00-0036587,16,2024,,,Full Participation in Practice
00-0031402,13,2017,Questionable,Concussion,Limited Participation in Practice
00-0036691,8,2022,Out,Neck,Did Not Participate In Practice
00-0032781,4,2021,Questionable,Knee,Full Participation in Practice
00-0036974,10,2023,Questionable,Hamstring,Limited Participation in Practice
00-0022839,14,2015,Probable,Not Injury Related,Full Participation in Practice
00-0039913,2,2024,,,Full Participation in Practice
00-0034899,12,2022,,,Full Participation in Practice
00-0034351,7,2024,Out,Hamstring,Did Not Participate In Practice
00-0031598,9,2017,Questionable,Toe,Did Not Participate In Practice
00-0026989,15,2018,Out,Elbow,Did Not Participate In Practice
00-0036287,7,2021,Questionable,Knee,Limited Participation in Practice
00-0032780,17,2021,Questionable,Stinger,Limited Participation in Practice
00-0032970,12,2021,Out,Knee,Did Not Participate In Practice
00-0032389,16,2016,,,Full Participation in Practice
00-0031580,9,2022,,,Limited Participation in Practice
00-0038621,13,2024,Questionable,Ankle,Limited Participation in Practice
00-0034375,16,2024,,,Full Participation in Practice
00-0026498,16,2020,Questionable,Rib,Limited Participation in Practice
00-0026190,2,2020,,,Did Not Participate In Practice
00-0034773,5,2024,,,Full Participation in Practice
00-0031590,1,2018,,,Full Participation in Practice
00-0031941,10,2019,,,Full Participation in Practice
00-0036355,15,2024,,,Full Participation in Practice
00-0030547,5,2015,Out,Knee,Did Not Participate In Practice
00-0032054,1,2020,,,Full Participation in Practice
00-0031054,12,2021,,,Full Participation in Practice
00-0034389,12,2018,Out,Knee,Did Not Participate In Practice
00-0031585,3,2024,Out,Knee,Did Not Participate In Practice
00-0034354,7,2021,Out,Groin,Did Not Participate In Practice
00-0034389,9,2021,,,Full Participation in Practice
00-0030010,9,2019,,,Full Participation in Practice
00-0038738,13,2024,,,Full Participation in Practice
00-0036974,2,2021,,,Full Participation in Practice
00-0033096,17,2023,,,Full Participation in Practice
00-0030085,13,2015,Questionable,Ankle,Did Not Participate In Practice
00-0039389,1,2024,Out,Calf,Did Not Participate In Practice
00-0025390,2,2017,,,Full Participation in Practice
00-0027018,4,2015,Probable,Knee,Limited Participation in Practice
00-0037002,4,2022,,,Full Participation in Practice
00-0038575,11,2023,,,Full Participation in Practice
00-0022044,13,2015,,,Full Participation in Practice
00-0031270,3,2022,Out,Glute,Did Not Participate In Practice
00-0031941,5,2022,Out,Ankle,Did Not Participate In Practice
00-0031411,15,2023,,,Limited Participation in Practice
00-0030485,18,2015,Probable,Rib,Limited Participation in Practice
00-0032383,1,2020,,,Did Not Participate In Practice
00-0036972,7,2022,Questionable,Ankle,Limited Participation in Practice
00-0027857,5,2018,Questionable,Knee,Full Participation in Practice
00-0038117,3,2023,Questionable,Knee,Limited Participation in Practice
00-0019596,12,2018,Questionable,Knee,Did Not Participate In Practice
00-0035142,9,2020,Out,Hamstring,Did Not Participate In Practice
00-0025549,15,2017,,,Full Participation in Practice
00-0030312,7,2015,Probable,Back,Full Participation in Practice
00-0034545,19,2018,Questionable,Concussion,Full Participation in Practice
00-0027882,13,2020,Questionable,Hamstring,Limited Participation in Practice
00-0029560,4,2018,,,Full Participation in Practice
00-0029681,5,2020,Out,Shoulder,Did Not Participate In Practice
00-0027651,14,2015,Probable,Knee,Full Participation in Practice
00-0031254,16,2020,,,Full Participation in Practice
00-0030584,21,2020,Out,Achilles,Did Not Participate In Practice
00-0030070,2,2021,,,Full Participation in Practice
00-0033376,18,2021,,,Did Not Participate In Practice
00-0036909,16,2021,,,Full Participation in Practice
00-0035640,18,2022,,,Full Participation in Practice
00-0036901,5,2023,Questionable,Foot,Limited Participation in Practice
00-0028411,14,2018,Out,Shoulder,Did Not Participate In Practice
00-0039143,14,2023,Out,Quadricep,Did Not Participate In Practice
00-0029542,7,2024,,,Did Not Participate In Practice
00-0031431,11,2017,,,Limited Participation in Practice
00-0026035,15,2018,,,Limited Participation in Practice
00-0030496,15,2019,,,Full Participation in Practice
00-0027968,3,2017,Questionable,Shoulder,Limited Participation in Practice
00-0031503,12,2019,,,Full Participation in Practice
00-0029577,11,2021,,,Did Not Participate In Practice
00-0030049,15,2015,,,Limited Participation in Practice
00-0029709,8,2017,Out,Core Muscle,Did Not Participate In Practice
00-0029958,4,2015,Out,Hip,Did Not Participate In Practice
00-0029657,8,2022,Questionable,Foot,Limited Participation in Practice
00-0026814,16,2020,,,Full Participation in Practice
00-0030505,19,2020,Questionable,Knee,Limited Participation in Practice
00-0037758,10,2022,Questionable,Calf,Limited Participation in Practice
00-0032764,3,2018,,,Full Participation in Practice
00-0035125,17,2024,,,Full Participation in Practice
00-0032103,6,2016,Questionable,Shoulder,Limited Participation in Practice
00-0032951,17,2016,Doubtful,Ankle,Did Not Participate In Practice
00-0031052,12,2018,Questionable,Groin,Did Not Participate In Practice
00-0031296,6,2019,Doubtful,Groin,Did Not Participate In Practice
00-0036341,7,2020,,,Full Participation in Practice
00-0031480,7,2015,Questionable,Neck,Did Not Participate In Practice
00-0036192,16,2023,Questionable,Rib,Limited Participation in Practice
00-0033288,3,2024,Doubtful,Hamstring,Did Not Participate In Practice
00-0031254,6,2020,Questionable,Ankle,Full Participation in Practice
00-0027017,3,2016,Out,Hamstring,Did Not Participate In Practice
00-0033045,15,2018,,,Full Participation in Practice
00-0035236,6,2022,Questionable,Groin,Limited Participation in Practice
00-0037257,9,2023,Out,Knee,Did Not Participate In Practice
00-0032214,5,2022,Out,Knee,Did Not Participate In Practice
00-0035235,6,2023,,,Full Participation in Practice
00-0025900,12,2016,,,Full Participation in Practice
00-0030020,4,2019,Out,Elbow,Did Not Participate In Practice
00-0033568,6,2019,Questionable,Knee,Limited Participation in Practice
00-0034824,3,2018,,,Full Participation in Practice
00-0030181,4,2017,,,Full Participation in Practice
00-0031553,15,2021,,,Full Participation in Practice
00-0023682,10,2019,,,Full Participation in Practice
00-0034683,13,2020,Questionable,Illness,Did Not Participate In Practice
00-0029275,17,2016,Out,Concussion,Did Not Participate In Practice
00-0022247,7,2015,Out,Hamstring,Did Not Participate In Practice
00-0027531,1,2016,Questionable,Calf,Limited Participation in Practice
00-0031598,11,2017,Questionable,Toe,Full Participation in Practice
00-0032256,10,2015,Probable,Quadricep,Full Participation in Practice
00-0026991,19,2016,,,Full Participation in Practice
00-0024338,2,2018,,,Full Participation in Practice
00-0035541,11,2021,,,Full Participation in Practice
00-0035166,20,2021,,,Full Participation in Practice
00-0034171,4,2023,Out,Knee,Did Not Participate In Practice
00-0029530,6,2018,,,Full Participation in Practice
00-0031047,4,2019,Questionable,Ankle,Limited Participation in Practice
00-0034344,2,2020,Out,Elbow,Did Not Participate In Practice
00-0031359,6,2016,Questionable,Knee,Limited Participation in Practice
00-0033870,7,2021,,,Full Participation in Practice
00-0027965,11,2021,Questionable,Hip,Limited Participation in Practice
00-0033881,8,2021,,,Limited Participation in Practice
00-0023441,6,2015,Probable,Groin,Full Participation in Practice
00-0032273,7,2016,Questionable,Knee,Full Participation in Practice
00-0031740,9,2022,Out,Hamstring,Did Not Participate In Practice
00-0032416,18,2022,Questionable,Illness,Did Not Participate In Practice
00-0030821,16,2015,Probable,Thigh,Full Participation in Practice
00-0036271,14,2022,,,Full Participation in Practice
00-0034975,3,2023,Out,Foot,Did Not Participate In Practice
00-0035521,3,2021,Out,Knee,Did Not Participate In Practice
00-0032785,14,2016,Out,Knee,Did Not Participate In Practice
00-0037195,5,2023,,,Full Participation in Practice
00-0027762,6,2016,Questionable,Groin,Limited Participation in Practice
00-0027694,6,2018,Doubtful,Calf,Did Not Participate In Practice
00-0034798,16,2022,,,Full Participation in Practice
00-0036334,3,2020,Out,Thigh,Did Not Participate In Practice
